dataset_index,cid,gt_atom_count,pred_atom_count,atom_xy_mae,bond_map_mae,type_map_mae,atom_center_score_r3,typed_center_score_r3,type_top1_local_acc_r3,atom_type_macro_f1_2d,ch_collapse_rate_2d,pred_object_score,pred_object_3d_score,pred_object_count_mae,pred_object_count_score,pred_object_center_score,pred_object_type_acc,pred_object_macro_f1,pred_object_hetero_f1,pred_object_edge_f1,pred_object_edge_f1_robust,pred_object_match_coverage_robust,pred_object_graph_score,pred_object_heavy_rmsd,pred_object_z_mae,figure_path
43,99510177,44,64,0.38342994451522827,0.38615530729293823,0.4531025290489197,0.6013339629227464,0.2598647089167075,0.13636363636363635,0.05714285714285715,0.0,0.32954695265088396,0.5991627516478977,20.0,0.6875,0.6077657546848059,0.20454545454545456,0.08054711246200608,0.2222222222222222,0.4772727272727273,0.8,0.18181818181818182,0.3994743214823002,0.14150084555149078,0.0537370890378952,
44,99515071,40,64,0.3726751506328583,0.3795493245124817,0.4521353840827942,0.5912325829267502,0.25742760170251133,0.1,0.060714285714285714,0.0,0.33909878152733325,0.6180381399210816,24.0,0.625,0.5988090774044394,0.25,0.10233516483516483,0.31034482758620696,0.4294478527607362,0.6666666666666666,0.35,0.38909274695053203,0.10441228747367859,0.10953602194786072,
45,99516205,38,64,0.3991321921348572,0.39834585785865784,0.4559796452522278,0.6079219273830715,0.25096931543789414,0.05263157894736842,0.025974025974025972,0.0,0.28796662492444247,0.5942602317086524,26.0,0.59375,0.5664655016735196,0.07894736842105263,0.03174603174603175,0.25806451612903225,0.5289256198347108,1.0,0.18421052631578946,0.3915235765171615,0.09465433657169342,0.1998232752084732,
46,99516274,36,64,0.3791950047016144,0.3844389319419861,0.4536934494972229,0.5933905699186854,0.2510925299591488,0.19444444444444445,0.07407407407407408,0.0,0.3076737965481166,0.6509728340515073,28.0,0.5625,0.5465689776465297,0.2222222222222222,0.06943830163644406,0.12,0.5426356589147286,0.8,0.3888888888888889,0.3684351409474439,0.08409849554300308,0.06617900729179382,
47,99516326,42,55,0.38246503472328186,0.38511374592781067,0.4537787437438965,0.5607453400180453,0.23288432828017644,0.023809523809523808,0.011428571428571429,0.0,0.30648845895897237,0.539043702321302,13.0,0.7636363636363637,0.5405671862038699,0.14285714285714285,0.06442577030812324,0.22641509433962262,0.411764705882353,1.0,0.07142857142857142,0.39319491089746367,0.13878536224365234,0.293781042098999,
48,99517056,41,64,0.3845420777797699,0.3872702419757843,0.4534010887145996,0.5771803877702574,0.2409463157741035,0.14634146341463414,0.0905050505050505,0.0,0.3200639817719549,0.5966848760991065,23.0,0.640625,0.5769605813547969,0.24390243902439024,0.06968641114982578,0.19607843137254904,0.4539877300613497,0.8750000000000001,0.21951219512195122,0.37220492402594735,0.14734894037246704,0.01780118979513645,
49,99517066,46,64,0.3755072355270386,0.38172006607055664,0.4521963596343994,0.5881059837082158,0.2474035959204902,0.15217391304347827,0.0625,0.0,0.3309994897622108,0.6332398346814453,18.0,0.71875,0.5565225495956838,0.21739130434782608,0.07971014492753623,0.21739130434782608,0.4623115577889446,0.8,0.2826086956521739,0.400916835081203,0.09430702775716782,0.12054847180843353,
50,99517122,48,64,0.41486257314682007,0.413767009973526,0.46025562286376953,0.6094551148513953,0.2545404837777217,0.10416666666666667,0.047619047619047616,0.0,0.28712463434465796,0.5752680582304093,16.0,0.75,0.5404407763853669,0.08333333333333333,0.044444444444444446,0.21875,0.4253393665158371,0.5625,0.25,0.3890076671694319,0.08551239222288132,0.33771246671676636,
51,99519021,44,64,0.3747628927230835,0.3817184269428253,0.45284223556518555,0.6139640042727644,0.2625561861151999,0.18181818181818182,0.1110613524406628,0.0,0.2871623216172245,0.6109176534479087,20.0,0.6875,0.5784375108778477,0.13636363636363635,0.04081632653061225,0.16666666666666669,0.4393063583815029,0.6875,0.4090909090909091,0.36712882407298175,0.09533290565013885,0.1388590782880783,
52,99519022,52,64,0.3830298185348511,0.38641786575317383,0.45276135206222534,0.5563794219723115,0.23350547784223005,0.11538461538461539,0.048979591836734684,0.0,0.3565554842711709,0.5609870857076191,12.0,0.8125,0.5910318037495017,0.23076923076923078,0.0939327485380117,0.3404255319148936,0.3879310344827587,1.0,0.1346153846153846,0.4257725181595466,0.16918852925300598,0.11715507507324219,
53,99524078,41,57,0.38268470764160156,0.38518068194389343,0.45346784591674805,0.56447409711233,0.24399224832290556,0.12195121951219512,0.1549371263656978,0.0,0.29108928294594166,0.5308368132620122,16.0,0.7192982456140351,0.5682762124036488,0.14634146341463414,0.058652729384436705,0.1395348837209302,0.42767295597484273,0.5714285714285715,0.17073170731707318,0.36914761861577705,0.1857365518808365,0.09936216473579407,
54,99524105,42,64,0.37110674381256104,0.3778371810913086,0.45305269956588745,0.5919426197097415,0.24599278718233109,0.11904761904761904,0.06430606430606431,0.0,0.31699767993234995,0.6042383314910031,22.0,0.65625,0.5633346354588866,0.21428571428571427,0.08730158730158731,0.19999999999999998,0.44680851063829785,0.9090909090909091,0.23809523809523808,0.37790579618372167,0.13345229625701904,0.026326188817620277,
55,99524510,45,64,0.3775061368942261,0.38278928399086,0.4526366591453552,0.5776039209630754,0.2450221973988745,0.15555555555555556,0.06249999999999999,0.0,0.31775180829002464,0.6058834585159878,19.0,0.703125,0.5582905653864145,0.2,0.09130434782608694,0.17777777777777778,0.44720496894409933,0.9,0.24444444444444444,0.3861194142512077,0.12032630294561386,0.09549006074666977,
56,99532759,37,64,0.40448927879333496,0.4065452814102173,0.4577651619911194,0.6892967385214728,0.3048771873519227,0.08108108108108109,0.03896103896103896,0.0,0.30055039802624195,0.6821801117813664,27.0,0.578125,0.6238367226906121,0.08108108108108109,0.029556650246305417,0.2068965517241379,0.6271186440677965,0.8292682926829269,0.5405405405405406,0.41131341581781744,0.05092085525393486,0.06066663935780525,
